gene,Stem cell,TA,Enterocytes [early],Enterocytes [interm],Enterocytes [mature],Paneth,Goblet,Enteroendocrine,Tuft,CD4,CD8,gdT,ILC3,Plasma,cDC,Macrophages,MastCell,Capillary endothel,Lymphatic endothel,Arterial endothel,Venous endothel,Fibroblasts,Pericytes,Neuronal
ITSN1,8.05E-06,1.03E-05,1.40E-05,1.76E-05,1.87E-05,4.38E-06,5.51E-06,5.08E-06,2.59E-06,0,3.01E-06,5.51E-06,0,9.70E-07,4.42E-06,3.75E-05,0,9.28E-06,5.18E-05,4.88E-06,2.94E-05,1.69E-05,2.63E-05,0
ITSN2,2.20E-05,3.24E-05,3.36E-05,3.20E-05,4.32E-05,3.84E-05,3.37E-05,4.70E-05,4.17E-05,0,0.000116819,0.000121633,3.38E-05,4.04E-05,2.72E-05,0.000115211,6.98E-05,0.000169251,0.000115724,0.000342345,0.000133013,2.35E-05,8.34E-05,0
IVD,4.10E-05,3.94E-05,4.43E-05,3.06E-05,2.30E-05,4.20E-05,2.83E-05,2.60E-05,1.78E-05,0,1.07E-05,1.12E-05,0,4.40E-07,5.16E-05,8.98E-06,6.13E-05,3.53E-05,8.73E-06,1.78E-05,3.13E-05,1.42E-05,3.06E-05,0
IVNS1ABP,7.11E-05,6.98E-05,6.81E-05,5.37E-05,4.52E-05,2.79E-05,7.01E-05,5.57E-05,8.72E-05,0,6.52E-05,8.89E-05,0,3.38E-05,2.58E-05,3.33E-05,0.000113076,2.16E-05,5.98E-05,5.89E-05,4.02E-05,1.94E-05,1.33E-05,0
IWS1,2.49E-05,3.44E-05,3.07E-05,4.04E-05,3.91E-05,1.61E-05,3.81E-05,3.88E-05,3.17E-05,6.17E-05,4.45E-05,5.75E-05,8.82E-05,7.07E-06,4.01E-05,2.10E-05,3.12E-05,4.33E-05,5.53E-05,5.23E-05,2.96E-05,5.09E-05,6.23E-05,0
IYD,2.39E-05,1.17E-05,3.21E-05,6.95E-05,0.000108426,2.63E-05,2.38E-05,8.86E-06,1.73E-06,0,8.67E-07,0,0,0,0,0,0,0,1.01E-05,4.37E-06,1.10E-05,0,5.38E-07,0
IZUMO1,4.97E-08,0,7.80E-08,0,9.10E-08,1.31E-06,0,6.90E-07,0,0,0,0,0,0,0,0,0,0,2.78E-06,0,9.57E-07,0,0,0
IZUMO2,0,9.53E-07,0,0,1.08E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63E-07,0,0,0,0,0
IZUMO4,3.59E-06,1.01E-06,1.72E-06,4.00E-07,6.20E-07,3.75E-06,4.91E-06,2.35E-05,0,0,5.35E-06,1.54E-05,0,4.85E-07,0,0,0,0,0,3.51E-06,2.15E-06,0,0,0
JADE1,1.44E-05,1.71E-05,1.26E-05,2.59E-05,3.19E-05,1.14E-05,1.80E-05,2.18E-05,8.45E-05,7.66E-05,2.48E-05,4.01E-05,0,4.85E-07,8.44E-06,3.79E-06,0,0,2.88E-05,7.56E-05,1.37E-05,0.000165033,8.68E-05,0
JADE2,1.42E-05,1.36E-05,9.68E-06,1.26E-05,1.34E-05,1.67E-05,1.61E-05,1.28E-05,1.75E-05,0,2.22E-05,4.32E-05,6.54E-05,4.28E-05,0,2.34E-05,0,9.28E-06,1.37E-05,2.60E-05,2.45E-05,8.51E-06,2.20E-05,0
JADE3,2.84E-06,5.04E-06,2.50E-06,1.37E-06,2.96E-07,2.85E-06,8.72E-06,9.55E-06,1.89E-06,0,0,0,0,0,0,8.34E-06,0,0,2.23E-06,5.97E-06,1.10E-05,0,0,0
JAG1,1.17E-05,1.89E-05,1.82E-05,2.53E-05,2.91E-05,6.47E-06,8.08E-06,5.39E-06,8.94E-06,0,1.87E-07,3.44E-06,0.000108721,0,0,0,0,0.000174427,4.19E-05,0.000315957,6.19E-05,0.000238275,6.48E-05,0.000340644
JAG2,3.72E-06,1.67E-06,2.49E-06,1.67E-06,7.40E-07,1.50E-06,1.72E-06,9.48E-06,2.08E-05,0,0,2.62E-06,0,0,0,0,0,0.000145804,0,0.000299599,5.00E-05,0,0,0
JAGN1,5.05E-05,4.57E-05,4.72E-05,5.49E-05,5.43E-05,3.27E-05,4.68E-05,5.15E-05,4.91E-05,0,2.90E-05,2.07E-05,0,2.16E-05,1.72E-05,3.55E-05,1.70E-05,8.37E-05,7.09E-05,5.21E-05,5.89E-05,5.14E-05,4.90E-05,0
JAK1,5.23E-05,4.68E-05,5.18E-05,4.24E-05,7.50E-05,9.08E-05,9.72E-05,0.000130373,0.000173281,0.000200058,0.000298004,0.000456045,0.000174112,6.98E-05,0.000133564,0.000121791,0.00015443,0.000233122,0.000240936,0.000189357,0.00019741,0.000202414,0.000194223,0
JAK2,5.65E-06,1.16E-05,1.12E-05,5.19E-06,4.90E-06,2.62E-06,8.11E-06,1.09E-05,1.90E-05,0.000115307,1.11E-05,1.12E-05,0,1.99E-06,4.73E-06,4.76E-05,2.62E-05,6.88E-05,1.24E-05,1.82E-05,2.00E-05,3.88E-05,1.89E-05,0
JAK3,0,0,0,0,0,0,0,0,0,0,3.81E-05,4.59E-05,0,6.03E-05,0,0,0,0,0,2.02E-06,1.79E-05,2.49E-06,0,0
JAKMIP2,0,0,0,0,0,0,2.55E-07,1.13E-05,0,0,1.53E-05,2.97E-05,5.44E-05,0,0,0,3.61E-05,0,0,0,0,0,0,0.000174967
JAKMIP3,0,0,6.85E-08,1.60E-07,0,0,0,1.16E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAM2,5.85E-08,0,5.54E-08,0,1.24E-07,0,0,0,0,0,0,0,0,4.85E-07,0,0,0,0.000116273,0,0.000244011,0.000310979,0,9.75E-06,0
JAML,0,0,0,6.43E-08,3.87E-07,0,0,0,2.97E-06,0.000139228,9.57E-05,6.36E-05,0.000138253,9.00E-06,0.000560866,0.000263984,0,0,0,0,1.73E-06,0,1.71E-06,0
JARID2,1.87E-05,1.94E-05,2.22E-05,2.44E-05,2.92E-05,2.51E-05,2.05E-05,3.49E-05,7.29E-05,0,1.23E-05,1.65E-05,3.38E-05,1.83E-06,4.63E-05,4.58E-05,0,1.86E-05,3.86E-06,1.34E-05,9.38E-06,1.86E-05,6.05E-06,0
JARID2-AS1,2.69E-07,4.20E-07,4.81E-08,1.60E-07,2.61E-07,0,0,0,0,0,5.45E-07,0,0,0,0,1.36E-05,0,0,0,0,0,0,0,0
JAZF1,0,0,8.15E-08,0,0,0,4.64E-07,4.61E-06,1.49E-05,7.66E-05,1.06E-05,3.44E-05,0,2.09E-05,3.65E-05,7.78E-05,1.31E-05,0,8.39E-06,1.99E-05,1.76E-05,1.93E-05,2.07E-05,0
JCHAIN,2.05E-06,1.09E-06,1.04E-06,2.50E-07,1.34E-07,4.51E-06,6.39E-07,4.14E-06,2.19E-06,0,1.38E-05,3.88E-05,0,0.068074155,4.66E-05,5.02E-05,0,0.016973998,2.89E-05,2.23E-05,0.000397446,0.000309386,3.71E-05,0.000343829
JDP2,9.21E-06,1.30E-05,1.18E-05,1.49E-05,1.78E-05,2.30E-06,1.20E-05,0,3.56E-06,0,0,0,0,0,0,4.23E-05,0,2.16E-05,2.39E-06,1.47E-05,1.38E-05,0,6.27E-05,0
JHY,1.13E-06,8.64E-07,1.19E-06,3.45E-07,1.24E-06,0,1.12E-06,2.08E-06,4.87E-06,0,8.05E-06,6.07E-06,0,0,0,5.34E-06,0,0,7.51E-06,5.71E-06,6.02E-06,0,8.94E-07,0.000174967
JKAMP,2.54E-05,2.75E-05,2.77E-05,2.22E-05,1.72E-05,1.39E-05,3.00E-05,4.85E-05,3.95E-05,0,2.35E-05,3.78E-05,0,1.12E-05,3.69E-05,3.48E-05,1.31E-05,0.000117971,3.54E-05,3.65E-05,4.20E-05,3.58E-05,4.63E-05,0
JMJD1C,8.57E-05,7.03E-05,7.56E-05,6.89E-05,8.32E-05,7.31E-05,9.61E-05,9.57E-05,0.000144131,7.66E-05,0.00012744,0.000173121,0.000205876,9.46E-05,0.000201635,0.000129313,1.31E-05,0.000127582,0.000237744,0.000261131,0.000354952,8.81E-05,0.000133284,0.000174967
JMJD1C-AS1,3.01E-07,2.62E-06,2.92E-07,5.57E-07,1.95E-06,0,2.01E-07,7.55E-06,0,0,3.89E-07,0,0,0,0,0,0,0,2.04E-05,3.33E-06,5.18E-06,0,1.76E-06,0
JMJD4,4.51E-06,1.09E-05,8.96E-06,7.61E-06,7.67E-06,1.47E-06,9.00E-06,2.46E-05,1.26E-05,0,3.21E-06,4.52E-06,0,3.44E-06,0,1.87E-05,0,0,4.51E-06,1.56E-05,1.33E-05,5.41E-07,8.26E-06,0
JMJD6,5.82E-06,9.21E-06,1.08E-05,1.55E-05,1.74E-05,1.07E-05,9.27E-06,1.11E-05,1.19E-05,6.17E-05,0.000163384,0.000102876,0.000119743,1.32E-05,0,2.86E-05,3.65E-05,2.72E-05,5.52E-05,2.83E-05,2.23E-05,2.48E-05,1.15E-05,0
JMJD7,3.17E-07,1.70E-06,1.35E-06,1.86E-06,3.11E-06,2.35E-06,4.05E-06,5.09E-06,0,0,1.27E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
JMJD8,2.02E-05,2.47E-05,2.08E-05,1.06E-05,8.09E-06,1.55E-05,1.67E-05,1.88E-05,1.73E-05,0,6.58E-06,7.25E-06,0,5.50E-07,3.60E-05,3.12E-05,0,0,2.99E-05,3.37E-05,2.29E-05,3.15E-05,2.26E-05,0
JMY,1.45E-05,1.41E-05,8.94E-06,7.92E-06,7.13E-06,4.07E-05,2.53E-05,4.51E-05,0.000210342,0,3.89E-05,3.85E-05,0.000115768,5.93E-06,0,0,0,1.86E-05,1.42E-05,1.10E-05,8.76E-07,5.12E-05,1.63E-05,0
JOSD1,2.06E-05,2.64E-05,2.39E-05,4.12E-05,5.74E-05,3.28E-05,4.83E-05,2.68E-05,8.92E-05,0,3.38E-05,3.58E-05,3.38E-05,1.88E-05,0,1.92E-05,1.30E-05,9.28E-06,6.98E-05,4.93E-05,8.02E-06,5.95E-05,3.10E-05,0
JOSD2,1.98E-05,2.71E-05,2.89E-05,3.63E-05,4.70E-05,3.08E-05,4.18E-05,1.92E-05,6.55E-05,6.17E-05,2.59E-05,3.19E-05,0,1.38E-05,7.59E-05,7.08E-05,0,0,3.91E-05,7.96E-06,2.32E-05,6.22E-05,6.89E-05,0.000348182
JPH1,1.02E-06,5.23E-06,5.36E-07,8.13E-07,9.18E-07,1.36E-05,1.57E-05,1.04E-05,1.92E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPH2,0,0,1.95E-07,4.43E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51E-05,0,0
JPT1,6.22E-05,0.000197765,0.000114591,0.000136267,0.000156317,2.57E-05,5.15E-05,0.00013148,0.000146814,7.66E-05,0.000152546,0.000116727,0.000122849,4.22E-05,0.000177805,0.000203783,4.95E-05,0,3.98E-05,4.00E-05,6.39E-05,4.23E-05,6.13E-05,0
JPT2,1.76E-05,5.07E-05,2.20E-05,1.35E-05,1.15E-05,8.11E-06,2.48E-05,2.81E-05,2.21E-05,0,4.30E-06,4.36E-06,0,4.14E-06,0,2.54E-05,6.73E-05,6.88E-05,2.36E-05,2.34E-05,1.39E-05,4.02E-05,1.10E-05,0
JPX,4.79E-05,5.11E-05,5.33E-05,4.97E-05,3.76E-05,4.16E-05,4.64E-05,8.11E-05,6.05E-05,7.66E-05,4.27E-05,4.60E-05,0,3.36E-05,5.08E-05,3.41E-05,2.34E-05,6.25E-05,6.34E-05,6.54E-05,3.68E-05,4.98E-05,3.08E-05,0
JRK,4.51E-06,8.20E-06,7.53E-06,7.47E-06,5.70E-06,4.74E-06,7.86E-06,2.05E-05,6.75E-06,0,1.41E-06,4.70E-06,0,9.00E-06,0,5.61E-06,1.30E-05,7.88E-05,9.32E-07,9.36E-07,6.71E-06,3.53E-06,4.98E-06,0
JRKL,1.03E-05,9.61E-06,1.02E-05,9.66E-06,1.07E-05,1.24E-05,1.53E-05,5.86E-06,1.11E-05,0,2.36E-06,6.08E-06,0,0,0,8.12E-07,0,0,3.51E-06,5.98E-06,3.92E-06,1.49E-05,1.83E-06,0
JSRP1,4.85E-08,9.89E-08,3.15E-07,4.12E-08,0,0,0,0,2.59E-06,0,0,5.96E-06,0,0.000149401,0,0,0,0,0,0,0,0,0,0
JTB,0.000145075,0.000145835,0.00013189,0.000124208,0.00010885,0.000164343,0.000271733,0.000222218,0.000196735,0.000230667,0.000130501,0.000231195,3.38E-05,0.000105841,6.47E-05,0.000132787,0.000107765,0.000247626,0.000213232,0.000160103,0.000190201,0.000174186,0.000180841,8.66E-05
JUN,0.000129032,5.45E-05,6.83E-05,0.000201731,0.000236312,0.000222291,0.000163923,0.000144238,0.000220708,0.001492197,0.005687799,0.004479036,0.00573448,0.00153099,0.000825266,0.000444526,0.006317614,6.43E-05,0.000293283,0.000292677,0.000248169,0.000661219,0.000666613,0.000871944
JUNB,2.89E-05,3.78E-05,4.59E-05,4.86E-05,4.11E-05,6.89E-05,0.000176115,0.000193409,3.35E-05,0.000751808,0.002073524,0.001582254,0.00173112,0.000135347,0.000450075,0.000367937,0.001242426,0.000486848,0.0005912,0.001320039,0.000235995,0.002335956,0.000730008,0.000429909
JUND,0.000117333,0.00011219,0.000131801,0.000260317,0.000373492,0.000113668,0.000256087,0.000244051,0.00032916,0.000215809,0.000185468,0.000150698,0.000261101,0.000117159,7.67E-05,0.000158345,0.000216519,0.000180007,0.000223473,0.000249744,0.000284672,0.000328883,0.000305169,0.00059118
JUP,6.08E-05,6.51E-05,6.90E-05,7.68E-05,0.000109739,6.09E-05,9.54E-05,6.33E-05,8.34E-05,0,1.81E-06,2.67E-06,0,6.03E-06,0,0,1.31E-05,0.000105,0.000412068,6.89E-05,7.85E-05,3.74E-05,3.89E-05,0
KALRN,1.34E-05,1.29E-05,1.91E-05,4.52E-05,5.60E-05,4.52E-06,1.71E-05,2.47E-05,9.56E-05,0,1.02E-06,0,0,4.67E-06,0,0,0,0,6.70E-05,2.19E-05,2.72E-05,1.50E-05,0,0
KANK1,3.36E-05,3.00E-05,2.53E-05,1.26E-05,7.15E-06,5.83E-06,8.84E-06,3.51E-05,9.04E-06,0,3.42E-06,2.88E-06,0,2.76E-05,4.22E-06,0,0,0,1.62E-05,1.72E-05,2.81E-05,3.07E-05,3.86E-05,0
KANK2,1.63E-06,9.09E-06,9.84E-07,1.23E-06,1.52E-06,8.28E-06,1.08E-06,4.15E-06,2.28E-06,0,7.29E-07,0,0,1.83E-06,0,1.20E-05,0,0.000188208,6.81E-05,2.40E-05,1.51E-05,0.000196399,0.000133263,0.00017003
KANK3,0,0,0,0,1.06E-07,0,3.47E-07,0,0,0,0,0,0,0,0,0,0,8.82E-05,0.000289421,5.35E-05,8.98E-05,0,0,0
KANK4,2.45E-07,0,2.84E-07,5.82E-08,0,0,2.10E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34E-05,0,0
KANSL1,7.67E-05,7.66E-05,7.95E-05,4.86E-05,5.09E-05,4.61E-05,6.80E-05,0.000115605,0.000193547,0,4.01E-05,5.94E-05,0.000138253,3.40E-05,0,0.000102707,0,2.16E-05,6.06E-05,0.000115454,6.78E-05,5.56E-05,6.43E-05,8.66E-05
